AÑO,MES,CATEGORIA_ALOJAMIENTO,CCAA,PROVINCIA,PERIODO_ANTELACION,PRECIO_CHECK-IN_ENTRE_SEMANA,PRECIO_CHECK-IN_FIN_SEMANA,CLASE_PRECIO,CCAA_CODE,PROVINCIA_CODE,CATEGORIA_ALOJAMIENTO_CODE,PERIODO_ANTELACION_CODE
2019,1,Hotel 3 Estrellas,Andalucía,Almería,1 Mes,47.0,47.0,0,0,3,0,0
2019,1,Hotel 3 Estrellas,Andalucía,Cádiz,1 Mes,53.0,54.0,0,0,15,0,0
2019,1,Hotel 3 Estrellas,Andalucía,Córdoba,1 Mes,43.0,60.0,0,0,16,0,0
2019,1,Hotel 3 Estrellas,Andalucía,Granada,1 Mes,55.0,73.0,0,0,19,0,0
2019,1,Hotel 3 Estrellas,Andalucía,Huelva,1 Mes,44.0,46.0,0,0,21,0,0
2019,1,Hotel 3 Estrellas,Andalucía,Jaén,1 Mes,61.0,61.0,0,0,24,0,0
2019,1,Hotel 3 Estrellas,Andalucía,Málaga,1 Mes,57.0,64.0,0,0,32,0,0
2019,1,Hotel 3 Estrellas,Andalucía,Sevilla,1 Mes,58.0,76.0,0,0,40,0,0
2019,1,Hotel 3 Estrellas,Aragón,Zaragoza,1 Mes,48.0,51.0,0,1,48,0,0
2019,1,Hotel 3 Estrellas,Canarias,Las Palmas,1 Mes,94.0,97.0,1,2,26,0,0
2019,1,Hotel 3 Estrellas,Canarias,Santa Cruz de Tenerife,1 Mes,100.0,100.0,1,2,38,0,0
2019,1,Hotel 3 Estrellas,Cantabria,Cantabria,1 Mes,83.0,73.0,0,3,10,0,0
2019,1,Hotel 3 Estrellas,Castilla - La Mancha,Toledo,1 Mes,44.0,68.0,0,4,44,0,0
2019,1,Hotel 3 Estrellas,Castilla y León,Valladolid,1 Mes,59.0,63.0,0,5,46,0,0
2019,1,Hotel 3 Estrellas,Cataluña,Barcelona,1 Mes,67.0,78.0,0,6,7,0,0
2019,1,Hotel 3 Estrellas,Cataluña,Girona,1 Mes,83.0,92.0,0,6,18,0,0
2019,1,Hotel 3 Estrellas,Cataluña,Lleida,1 Mes,51.0,58.0,0,6,28,0,0
2019,1,Hotel 3 Estrellas,Cataluña,Tarragona,1 Mes,60.0,65.0,0,6,42,0,0
2019,1,Hotel 3 Estrellas,Comunidad Foral de Navarra,Navarra,1 Mes,61.0,65.0,0,7,33,0,0
2019,1,Hotel 3 Estrellas,Comunidad de Madrid,Madrid,1 Mes,85.0,101.0,0,8,30,0,0
2019,1,Hotel 3 Estrellas,Comunitat Valenciana,Alicante/Alacant,1 Mes,55.0,57.0,0,9,2,0,0
2019,1,Hotel 3 Estrellas,Comunitat Valenciana,Castellón/Castelló,1 Mes,47.0,52.0,0,9,11,0,0
2019,1,Hotel 3 Estrellas,Comunitat Valenciana,Valencia/València,1 Mes,56.0,66.0,0,9,45,0,0
2019,1,Hotel 3 Estrellas,Galicia,A Coruña,1 Mes,46.0,49.0,0,11,0,0,0
2019,1,Hotel 3 Estrellas,Galicia,Lugo,1 Mes,43.0,44.0,0,11,29,0,0
2019,1,Hotel 3 Estrellas,Galicia,Pontevedra,1 Mes,49.0,51.0,0,11,36,0,0
2019,1,Hotel 3 Estrellas,Illes Balears,Illes Balears,1 Mes,106.0,107.0,1,12,23,0,0
2019,1,Hotel 3 Estrellas,La Rioja,La Rioja,1 Mes,59.0,71.0,0,13,25,0,0
2019,1,Hotel 3 Estrellas,País Vasco,Araba/Álava,1 Mes,67.0,66.0,0,14,4,0,0
2019,1,Hotel 3 Estrellas,País Vasco,Bizkaia,1 Mes,67.0,80.0,0,14,8,0,0
2019,1,Hotel 3 Estrellas,País Vasco,Gipuzkoa,1 Mes,69.0,76.0,0,14,17,0,0
2019,1,Hotel 3 Estrellas,Principado de Asturias,Asturias,1 Mes,55.0,56.0,0,15,5,0,0
2019,1,Hotel 3 Estrellas,Región de Murcia,Murcia,1 Mes,51.0,54.0,0,16,31,0,0
2019,1,Hotel 4 Estrellas,Andalucía,Almería,1 Mes,53.0,54.0,0,0,3,1,0
2019,1,Hotel 4 Estrellas,Andalucía,Cádiz,1 Mes,58.0,59.0,0,0,15,1,0
2019,1,Hotel 4 Estrellas,Andalucía,Córdoba,1 Mes,65.0,80.0,0,0,16,1,0
2019,1,Hotel 4 Estrellas,Andalucía,Granada,1 Mes,84.0,92.0,0,0,19,1,0
2019,1,Hotel 4 Estrellas,Andalucía,Huelva,1 Mes,58.0,57.0,0,0,21,1,0
2019,1,Hotel 4 Estrellas,Andalucía,Jaén,1 Mes,70.0,69.0,0,0,24,1,0
2019,1,Hotel 4 Estrellas,Andalucía,Málaga,1 Mes,93.0,97.0,1,0,32,1,0
2019,1,Hotel 4 Estrellas,Andalucía,Sevilla,1 Mes,82.0,99.0,0,0,40,1,0
2019,1,Hotel 4 Estrellas,Aragón,Zaragoza,1 Mes,68.0,66.0,0,1,48,1,0
2019,1,Hotel 4 Estrellas,Canarias,Las Palmas,1 Mes,137.0,140.0,1,2,26,1,0
2019,1,Hotel 4 Estrellas,Canarias,Santa Cruz de Tenerife,1 Mes,130.0,132.0,1,2,38,1,0
2019,1,Hotel 4 Estrellas,Cantabria,Cantabria,1 Mes,72.0,73.0,0,3,10,1,0
2019,1,Hotel 4 Estrellas,Castilla - La Mancha,Toledo,1 Mes,63.0,90.0,0,4,44,1,0
2019,1,Hotel 4 Estrellas,Castilla y León,Valladolid,1 Mes,66.0,72.0,0,5,46,1,0
2019,1,Hotel 4 Estrellas,Cataluña,Barcelona,1 Mes,89.0,93.0,0,6,7,1,0
2019,1,Hotel 4 Estrellas,Cataluña,Girona,1 Mes,90.0,111.0,1,6,18,1,0
2019,1,Hotel 4 Estrellas,Cataluña,Lleida,1 Mes,60.0,54.0,0,6,28,1,0
2019,1,Hotel 4 Estrellas,Cataluña,Tarragona,1 Mes,70.0,73.0,0,6,42,1,0
2019,1,Hotel 4 Estrellas,Comunidad Foral de Navarra,Navarra,1 Mes,84.0,79.0,0,7,33,1,0
2019,1,Hotel 4 Estrellas,Comunidad de Madrid,Madrid,1 Mes,120.0,116.0,1,8,30,1,0
2019,1,Hotel 4 Estrellas,Comunitat Valenciana,Alicante/Alacant,1 Mes,74.0,81.0,0,9,2,1,0
2019,1,Hotel 4 Estrellas,Comunitat Valenciana,Castellón/Castelló,1 Mes,74.0,73.0,0,9,11,1,0
2019,1,Hotel 4 Estrellas,Comunitat Valenciana,Valencia/València,1 Mes,70.0,81.0,0,9,45,1,0
2019,1,Hotel 4 Estrellas,Galicia,A Coruña,1 Mes,61.0,60.0,0,11,0,1,0
2019,1,Hotel 4 Estrellas,Galicia,Lugo,1 Mes,57.0,63.0,0,11,29,1,0
2019,1,Hotel 4 Estrellas,Galicia,Pontevedra,1 Mes,66.0,65.0,0,11,36,1,0
2019,1,Hotel 4 Estrellas,Illes Balears,Illes Balears,1 Mes,96.0,101.0,1,12,23,1,0
2019,1,Hotel 4 Estrellas,La Rioja,La Rioja,1 Mes,68.0,73.0,0,13,25,1,0
2019,1,Hotel 4 Estrellas,País Vasco,Araba/Álava,1 Mes,83.0,68.0,0,14,4,1,0
2019,1,Hotel 4 Estrellas,País Vasco,Bizkaia,1 Mes,73.0,77.0,0,14,8,1,0
2019,1,Hotel 4 Estrellas,País Vasco,Gipuzkoa,1 Mes,73.0,91.0,0,14,17,1,0
2019,1,Hotel 4 Estrellas,Principado de Asturias,Asturias,1 Mes,61.0,64.0,0,15,5,1,0
2019,1,Hotel 4 Estrellas,Región de Murcia,Murcia,1 Mes,66.0,64.0,0,16,31,1,0
2019,1,Hotel 5 Estrellas,Andalucía,Almería,1 Mes,74.0,79.0,0,0,3,2,0
2019,1,Hotel 5 Estrellas,Andalucía,Cádiz,1 Mes,80.0,95.0,0,0,15,2,0
2019,1,Hotel 5 Estrellas,Andalucía,Córdoba,1 Mes,74.0,93.0,0,0,16,2,0
2019,1,Hotel 5 Estrellas,Andalucía,Granada,1 Mes,107.0,114.0,1,0,19,2,0
2019,1,Hotel 5 Estrellas,Andalucía,Málaga,1 Mes,170.0,172.0,1,0,32,2,0
2019,1,Hotel 5 Estrellas,Andalucía,Sevilla,1 Mes,210.0,228.0,1,0,40,2,0
2019,1,Hotel 5 Estrellas,Canarias,Las Palmas,1 Mes,194.0,197.0,1,2,26,2,0
2019,1,Hotel 5 Estrellas,Cantabria,Cantabria,1 Mes,82.0,90.0,0,3,10,2,0
2019,1,Hotel 5 Estrellas,Castilla - La Mancha,Toledo,1 Mes,114.0,111.0,1,4,44,2,0
2019,1,Hotel 5 Estrellas,Castilla y León,Valladolid,1 Mes,93.0,104.0,1,5,46,2,0
2019,1,Hotel 5 Estrellas,Cataluña,Barcelona,1 Mes,216.0,204.0,1,6,7,2,0
2019,1,Hotel 5 Estrellas,Cataluña,Girona,1 Mes,130.0,157.0,1,6,18,2,0
2019,1,Hotel 5 Estrellas,Cataluña,Lleida,1 Mes,129.0,133.0,1,6,28,2,0
2019,1,Hotel 5 Estrellas,Comunidad Foral de Navarra,Navarra,1 Mes,131.0,127.0,1,7,33,2,0
2019,1,Hotel 5 Estrellas,Comunidad de Madrid,Madrid,1 Mes,209.0,193.0,1,8,30,2,0
2019,1,Hotel 5 Estrellas,Comunitat Valenciana,Alicante/Alacant,1 Mes,142.0,168.0,1,9,2,2,0
2019,1,Hotel 5 Estrellas,Comunitat Valenciana,Valencia/València,1 Mes,167.0,160.0,1,9,45,2,0
2019,1,Hotel 5 Estrellas,Galicia,A Coruña,1 Mes,79.0,85.0,0,11,0,2,0
2019,1,Hotel 5 Estrellas,Galicia,Pontevedra,1 Mes,104.0,105.0,1,11,36,2,0
2019,1,Hotel 5 Estrellas,Illes Balears,Illes Balears,1 Mes,182.0,195.0,1,12,23,2,0
2019,1,Hotel 5 Estrellas,País Vasco,Araba/Álava,1 Mes,75.0,65.0,0,14,4,2,0
2019,1,Hotel 5 Estrellas,País Vasco,Bizkaia,1 Mes,96.0,113.0,1,14,8,2,0
2019,1,Hotel 5 Estrellas,Principado de Asturias,Asturias,1 Mes,190.0,188.0,1,15,5,2,0
2019,1,Hotel 5 Estrellas,Región de Murcia,Murcia,1 Mes,101.0,102.0,1,16,31,2,0
2019,1,Hotel 3 Estrellas,Andalucía,Almería,2 Semanas,51.0,49.0,0,0,3,0,2
2019,1,Hotel 3 Estrellas,Andalucía,Cádiz,2 Semanas,53.0,57.0,0,0,15,0,2
2019,1,Hotel 3 Estrellas,Andalucía,Córdoba,2 Semanas,43.0,65.0,0,0,16,0,2
2019,1,Hotel 3 Estrellas,Andalucía,Granada,2 Semanas,56.0,72.0,0,0,19,0,2
2019,1,Hotel 3 Estrellas,Andalucía,Huelva,2 Semanas,44.0,45.0,0,0,21,0,2
2019,1,Hotel 3 Estrellas,Andalucía,Jaén,2 Semanas,61.0,61.0,0,0,24,0,2
2019,1,Hotel 3 Estrellas,Andalucía,Málaga,2 Semanas,57.0,66.0,0,0,32,0,2
2019,1,Hotel 3 Estrellas,Andalucía,Sevilla,2 Semanas,58.0,81.0,0,0,40,0,2
2019,1,Hotel 3 Estrellas,Aragón,Zaragoza,2 Semanas,48.0,52.0,0,1,48,0,2
2019,1,Hotel 3 Estrellas,Canarias,Las Palmas,2 Semanas,92.0,98.0,1,2,26,0,2
2019,1,Hotel 3 Estrellas,Canarias,Santa Cruz de Tenerife,2 Semanas,93.0,95.0,1,2,38,0,2
2019,1,Hotel 3 Estrellas,Cantabria,Cantabria,2 Semanas,86.0,75.0,0,3,10,0,2
2019,1,Hotel 3 Estrellas,Castilla - La Mancha,Toledo,2 Semanas,43.0,65.0,0,4,44,0,2
2019,1,Hotel 3 Estrellas,Castilla y León,Valladolid,2 Semanas,59.0,64.0,0,5,46,0,2
2019,1,Hotel 3 Estrellas,Cataluña,Barcelona,2 Semanas,67.0,81.0,0,6,7,0,2
2019,1,Hotel 3 Estrellas,Cataluña,Girona,2 Semanas,81.0,89.0,0,6,18,0,2
2019,1,Hotel 3 Estrellas,Cataluña,Lleida,2 Semanas,52.0,60.0,0,6,28,0,2
2019,1,Hotel 3 Estrellas,Cataluña,Tarragona,2 Semanas,62.0,66.0,0,6,42,0,2
2019,1,Hotel 3 Estrellas,Comunidad Foral de Navarra,Navarra,2 Semanas,59.0,64.0,0,7,33,0,2
2019,1,Hotel 3 Estrellas,Comunidad de Madrid,Madrid,2 Semanas,85.0,101.0,0,8,30,0,2
2019,1,Hotel 3 Estrellas,Comunitat Valenciana,Alicante/Alacant,2 Semanas,54.0,58.0,0,9,2,0,2
2019,1,Hotel 3 Estrellas,Comunitat Valenciana,Castellón/Castelló,2 Semanas,53.0,54.0,0,9,11,0,2
2019,1,Hotel 3 Estrellas,Comunitat Valenciana,Valencia/València,2 Semanas,55.0,66.0,0,9,45,0,2
2019,1,Hotel 3 Estrellas,Galicia,A Coruña,2 Semanas,47.0,51.0,0,11,0,0,2
2019,1,Hotel 3 Estrellas,Galicia,Lugo,2 Semanas,41.0,43.0,0,11,29,0,2
2019,1,Hotel 3 Estrellas,Galicia,Pontevedra,2 Semanas,48.0,53.0,0,11,36,0,2
2019,1,Hotel 3 Estrellas,Illes Balears,Illes Balears,2 Semanas,78.0,89.0,0,12,23,0,2
2019,1,Hotel 3 Estrellas,La Rioja,La Rioja,2 Semanas,60.0,67.0,0,13,25,0,2
2019,1,Hotel 3 Estrellas,País Vasco,Araba/Álava,2 Semanas,67.0,66.0,0,14,4,0,2
2019,1,Hotel 3 Estrellas,País Vasco,Bizkaia,2 Semanas,68.0,79.0,0,14,8,0,2
2019,1,Hotel 3 Estrellas,País Vasco,Gipuzkoa,2 Semanas,67.0,81.0,0,14,17,0,2
2019,1,Hotel 3 Estrellas,Principado de Asturias,Asturias,2 Semanas,55.0,56.0,0,15,5,0,2
2019,1,Hotel 3 Estrellas,Región de Murcia,Murcia,2 Semanas,52.0,53.0,0,16,31,0,2
2019,1,Hotel 4 Estrellas,Andalucía,Almería,2 Semanas,54.0,55.0,0,0,3,1,2
2019,1,Hotel 4 Estrellas,Andalucía,Cádiz,2 Semanas,57.0,59.0,0,0,15,1,2
2019,1,Hotel 4 Estrellas,Andalucía,Córdoba,2 Semanas,67.0,79.0,0,0,16,1,2
2019,1,Hotel 4 Estrellas,Andalucía,Granada,2 Semanas,79.0,100.0,0,0,19,1,2
2019,1,Hotel 4 Estrellas,Andalucía,Huelva,2 Semanas,59.0,56.0,0,0,21,1,2
2019,1,Hotel 4 Estrellas,Andalucía,Jaén,2 Semanas,69.0,71.0,0,0,24,1,2
2019,1,Hotel 4 Estrellas,Andalucía,Málaga,2 Semanas,92.0,99.0,1,0,32,1,2
2019,1,Hotel 4 Estrellas,Andalucía,Sevilla,2 Semanas,82.0,104.0,0,0,40,1,2
2019,1,Hotel 4 Estrellas,Aragón,Zaragoza,2 Semanas,66.0,66.0,0,1,48,1,2
2019,1,Hotel 4 Estrellas,Canarias,Las Palmas,2 Semanas,137.0,137.0,1,2,26,1,2
2019,1,Hotel 4 Estrellas,Canarias,Santa Cruz de Tenerife,2 Semanas,129.0,133.0,1,2,38,1,2
2019,1,Hotel 4 Estrellas,Cantabria,Cantabria,2 Semanas,101.0,97.0,1,3,10,1,2
2019,1,Hotel 4 Estrellas,Castilla - La Mancha,Toledo,2 Semanas,60.0,90.0,0,4,44,1,2
2019,1,Hotel 4 Estrellas,Castilla y León,Valladolid,2 Semanas,66.0,72.0,0,5,46,1,2
2019,1,Hotel 4 Estrellas,Cataluña,Barcelona,2 Semanas,92.0,96.0,1,6,7,1,2
2019,1,Hotel 4 Estrellas,Cataluña,Girona,2 Semanas,97.0,115.0,1,6,18,1,2
2019,1,Hotel 4 Estrellas,Cataluña,Lleida,2 Semanas,61.0,55.0,0,6,28,1,2
2019,1,Hotel 4 Estrellas,Cataluña,Tarragona,2 Semanas,70.0,73.0,0,6,42,1,2
2019,1,Hotel 4 Estrellas,Comunidad Foral de Navarra,Navarra,2 Semanas,80.0,77.0,0,7,33,1,2
2019,1,Hotel 4 Estrellas,Comunidad de Madrid,Madrid,2 Semanas,122.0,120.0,1,8,30,1,2
2019,1,Hotel 4 Estrellas,Comunitat Valenciana,Alicante/Alacant,2 Semanas,74.0,82.0,0,9,2,1,2
2019,1,Hotel 4 Estrellas,Comunitat Valenciana,Castellón/Castelló,2 Semanas,75.0,73.0,0,9,11,1,2
2019,1,Hotel 4 Estrellas,Comunitat Valenciana,Valencia/València,2 Semanas,76.0,81.0,0,9,45,1,2
2019,1,Hotel 4 Estrellas,Galicia,A Coruña,2 Semanas,61.0,58.0,0,11,0,1,2
2019,1,Hotel 4 Estrellas,Galicia,Lugo,2 Semanas,55.0,64.0,0,11,29,1,2
2019,1,Hotel 4 Estrellas,Galicia,Pontevedra,2 Semanas,67.0,65.0,0,11,36,1,2
2019,1,Hotel 4 Estrellas,Illes Balears,Illes Balears,2 Semanas,97.0,103.0,1,12,23,1,2
2019,1,Hotel 4 Estrellas,La Rioja,La Rioja,2 Semanas,67.0,74.0,0,13,25,1,2
2019,1,Hotel 4 Estrellas,País Vasco,Araba/Álava,2 Semanas,78.0,69.0,0,14,4,1,2
2019,1,Hotel 4 Estrellas,País Vasco,Bizkaia,2 Semanas,74.0,76.0,0,14,8,1,2
2019,1,Hotel 4 Estrellas,País Vasco,Gipuzkoa,2 Semanas,77.0,92.0,0,14,17,1,2
2019,1,Hotel 4 Estrellas,Principado de Asturias,Asturias,2 Semanas,61.0,65.0,0,15,5,1,2
2019,1,Hotel 4 Estrellas,Región de Murcia,Murcia,2 Semanas,66.0,64.0,0,16,31,1,2
2019,1,Hotel 5 Estrellas,Andalucía,Almería,2 Semanas,76.0,79.0,0,0,3,2,2
2019,1,Hotel 5 Estrellas,Andalucía,Cádiz,2 Semanas,79.0,96.0,0,0,15,2,2
2019,1,Hotel 5 Estrellas,Andalucía,Córdoba,2 Semanas,74.0,106.0,0,0,16,2,2
2019,1,Hotel 5 Estrellas,Andalucía,Granada,2 Semanas,111.0,120.0,1,0,19,2,2
2019,1,Hotel 5 Estrellas,Andalucía,Málaga,2 Semanas,168.0,179.0,1,0,32,2,2
2019,1,Hotel 5 Estrellas,Canarias,Las Palmas,2 Semanas,195.0,198.0,1,2,26,2,2
2019,1,Hotel 5 Estrellas,Cantabria,Cantabria,2 Semanas,82.0,90.0,0,3,10,2,2
2019,1,Hotel 5 Estrellas,Castilla - La Mancha,Toledo,2 Semanas,114.0,112.0,1,4,44,2,2
2019,1,Hotel 5 Estrellas,Castilla y León,Valladolid,2 Semanas,95.0,104.0,1,5,46,2,2
2019,1,Hotel 5 Estrellas,Cataluña,Barcelona,2 Semanas,212.0,207.0,1,6,7,2,2
2019,1,Hotel 5 Estrellas,Cataluña,Girona,2 Semanas,131.0,161.0,1,6,18,2,2
2019,1,Hotel 5 Estrellas,Cataluña,Lleida,2 Semanas,135.0,133.0,1,6,28,2,2
2019,1,Hotel 5 Estrellas,Comunidad Foral de Navarra,Navarra,2 Semanas,133.0,132.0,1,7,33,2,2
2019,1,Hotel 5 Estrellas,Comunidad de Madrid,Madrid,2 Semanas,202.0,188.0,1,8,30,2,2
2019,1,Hotel 5 Estrellas,Comunitat Valenciana,Alicante/Alacant,2 Semanas,143.0,171.0,1,9,2,2,2
2019,1,Hotel 5 Estrellas,Comunitat Valenciana,Valencia/València,2 Semanas,158.0,171.0,1,9,45,2,2
2019,1,Hotel 5 Estrellas,Galicia,A Coruña,2 Semanas,75.0,82.0,0,11,0,2,2
2019,1,Hotel 5 Estrellas,Galicia,Pontevedra,2 Semanas,105.0,105.0,1,11,36,2,2
2019,1,Hotel 5 Estrellas,Illes Balears,Illes Balears,2 Semanas,178.0,193.0,1,12,23,2,2
2019,1,Hotel 5 Estrellas,País Vasco,Araba/Álava,2 Semanas,76.0,66.0,0,14,4,2,2
2019,1,Hotel 5 Estrellas,País Vasco,Bizkaia,2 Semanas,97.0,107.0,1,14,8,2,2
2019,1,Hotel 5 Estrellas,Principado de Asturias,Asturias,2 Semanas,97.0,100.0,1,15,5,2,2
2019,1,Hotel 5 Estrellas,Región de Murcia,Murcia,2 Semanas,97.0,102.0,1,16,31,2,2
2019,1,Hotel 3 Estrellas,Andalucía,Almería,3 Meses,45.0,44.0,0,0,3,0,3
2019,1,Hotel 3 Estrellas,Andalucía,Cádiz,3 Meses,56.0,60.0,0,0,15,0,3
2019,1,Hotel 3 Estrellas,Andalucía,Córdoba,3 Meses,45.0,61.0,0,0,16,0,3
2019,1,Hotel 3 Estrellas,Andalucía,Granada,3 Meses,58.0,67.0,0,0,19,0,3
2019,1,Hotel 3 Estrellas,Andalucía,Huelva,3 Meses,39.0,42.0,0,0,21,0,3
2019,1,Hotel 3 Estrellas,Andalucía,Jaén,3 Meses,61.0,63.0,0,0,24,0,3
2019,1,Hotel 3 Estrellas,Andalucía,Málaga,3 Meses,58.0,65.0,0,0,32,0,3
2019,1,Hotel 3 Estrellas,Andalucía,Sevilla,3 Meses,57.0,70.0,0,0,40,0,3
2019,1,Hotel 3 Estrellas,Aragón,Zaragoza,3 Meses,50.0,51.0,0,1,48,0,3
2019,1,Hotel 3 Estrellas,Canarias,Las Palmas,3 Meses,96.0,99.0,1,2,26,0,3
2019,1,Hotel 3 Estrellas,Canarias,Santa Cruz de Tenerife,3 Meses,92.0,92.0,1,2,38,0,3
2019,1,Hotel 3 Estrellas,Cantabria,Cantabria,3 Meses,90.0,76.0,1,3,10,0,3
2019,1,Hotel 3 Estrellas,Castilla - La Mancha,Toledo,3 Meses,47.0,65.0,0,4,44,0,3
2019,1,Hotel 3 Estrellas,Castilla y León,Valladolid,3 Meses,61.0,62.0,0,5,46,0,3
2019,1,Hotel 3 Estrellas,Cataluña,Barcelona,3 Meses,68.0,73.0,0,6,7,0,3
2019,1,Hotel 3 Estrellas,Cataluña,Girona,3 Meses,168.0,162.0,1,6,18,0,3
2019,1,Hotel 3 Estrellas,Cataluña,Lleida,3 Meses,51.0,54.0,0,6,28,0,3
2019,1,Hotel 3 Estrellas,Cataluña,Tarragona,3 Meses,63.0,64.0,0,6,42,0,3
2019,1,Hotel 3 Estrellas,Comunidad Foral de Navarra,Navarra,3 Meses,62.0,88.0,0,7,33,0,3
2019,1,Hotel 3 Estrellas,Comunidad de Madrid,Madrid,3 Meses,85.0,94.0,0,8,30,0,3
2019,1,Hotel 3 Estrellas,Comunitat Valenciana,Alicante/Alacant,3 Meses,58.0,66.0,0,9,2,0,3
2019,1,Hotel 3 Estrellas,Comunitat Valenciana,Castellón/Castelló,3 Meses,52.0,53.0,0,9,11,0,3
2019,1,Hotel 3 Estrellas,Comunitat Valenciana,Valencia/València,3 Meses,59.0,62.0,0,9,45,0,3
2019,1,Hotel 3 Estrellas,Galicia,A Coruña,3 Meses,47.0,49.0,0,11,0,0,3
2019,1,Hotel 3 Estrellas,Galicia,Lugo,3 Meses,47.0,50.0,0,11,29,0,3
2019,1,Hotel 3 Estrellas,Galicia,Pontevedra,3 Meses,52.0,53.0,0,11,36,0,3
2019,1,Hotel 3 Estrellas,Illes Balears,Illes Balears,3 Meses,139.0,120.0,1,12,23,0,3
2019,1,Hotel 3 Estrellas,La Rioja,La Rioja,3 Meses,58.0,63.0,0,13,25,0,3
2019,1,Hotel 3 Estrellas,País Vasco,Araba/Álava,3 Meses,67.0,68.0,0,14,4,0,3
2019,1,Hotel 3 Estrellas,País Vasco,Bizkaia,3 Meses,66.0,72.0,0,14,8,0,3
2019,1,Hotel 3 Estrellas,País Vasco,Gipuzkoa,3 Meses,79.0,84.0,0,14,17,0,3
2019,1,Hotel 3 Estrellas,Principado de Asturias,Asturias,3 Meses,93.0,89.0,1,15,5,0,3
2019,1,Hotel 3 Estrellas,Región de Murcia,Murcia,3 Meses,68.0,54.0,0,16,31,0,3
2019,1,Hotel 4 Estrellas,Andalucía,Almería,3 Meses,53.0,54.0,0,0,3,1,3
2019,1,Hotel 4 Estrellas,Andalucía,Cádiz,3 Meses,71.0,73.0,0,0,15,1,3
2019,1,Hotel 4 Estrellas,Andalucía,Córdoba,3 Meses,65.0,76.0,0,0,16,1,3
2019,1,Hotel 4 Estrellas,Andalucía,Granada,3 Meses,88.0,108.0,0,0,19,1,3
2019,1,Hotel 4 Estrellas,Andalucía,Huelva,3 Meses,154.0,147.0,1,0,21,1,3
2019,1,Hotel 4 Estrellas,Andalucía,Jaén,3 Meses,68.0,69.0,0,0,24,1,3
2019,1,Hotel 4 Estrellas,Andalucía,Málaga,3 Meses,91.0,92.0,1,0,32,1,3
2019,1,Hotel 4 Estrellas,Andalucía,Sevilla,3 Meses,82.0,93.0,0,0,40,1,3
2019,1,Hotel 4 Estrellas,Aragón,Zaragoza,3 Meses,67.0,64.0,0,1,48,1,3
2019,1,Hotel 4 Estrellas,Canarias,Las Palmas,3 Meses,143.0,145.0,1,2,26,1,3
2019,1,Hotel 4 Estrellas,Canarias,Santa Cruz de Tenerife,3 Meses,126.0,128.0,1,2,38,1,3
2019,1,Hotel 4 Estrellas,Cantabria,Cantabria,3 Meses,64.0,64.0,0,3,10,1,3
2019,1,Hotel 4 Estrellas,Castilla - La Mancha,Toledo,3 Meses,58.0,76.0,0,4,44,1,3
2019,1,Hotel 4 Estrellas,Castilla y León,Valladolid,3 Meses,65.0,73.0,0,5,46,1,3
2019,1,Hotel 4 Estrellas,Cataluña,Barcelona,3 Meses,89.0,90.0,0,6,7,1,3
2019,1,Hotel 4 Estrellas,Cataluña,Girona,3 Meses,114.0,133.0,1,6,18,1,3
2019,1,Hotel 4 Estrellas,Cataluña,Lleida,3 Meses,56.0,53.0,0,6,28,1,3
2019,1,Hotel 4 Estrellas,Cataluña,Tarragona,3 Meses,177.0,176.0,1,6,42,1,3
2019,1,Hotel 4 Estrellas,Comunidad Foral de Navarra,Navarra,3 Meses,84.0,81.0,0,7,33,1,3
2019,1,Hotel 4 Estrellas,Comunidad de Madrid,Madrid,3 Meses,113.0,109.0,1,8,30,1,3
2019,1,Hotel 4 Estrellas,Comunitat Valenciana,Alicante/Alacant,3 Meses,74.0,79.0,0,9,2,1,3
2019,1,Hotel 4 Estrellas,Comunitat Valenciana,Castellón/Castelló,3 Meses,68.0,64.0,0,9,11,1,3
2019,1,Hotel 4 Estrellas,Comunitat Valenciana,Valencia/València,3 Meses,76.0,81.0,0,9,45,1,3
2019,1,Hotel 4 Estrellas,Galicia,A Coruña,3 Meses,60.0,60.0,0,11,0,1,3
2019,1,Hotel 4 Estrellas,Galicia,Lugo,3 Meses,61.0,67.0,0,11,29,1,3
2019,1,Hotel 4 Estrellas,Galicia,Pontevedra,3 Meses,67.0,65.0,0,11,36,1,3
2019,1,Hotel 4 Estrellas,Illes Balears,Illes Balears,3 Meses,103.0,105.0,1,12,23,1,3
2019,1,Hotel 4 Estrellas,La Rioja,La Rioja,3 Meses,69.0,71.0,0,13,25,1,3
2019,1,Hotel 4 Estrellas,País Vasco,Araba/Álava,3 Meses,87.0,86.0,0,14,4,1,3
2019,1,Hotel 4 Estrellas,País Vasco,Bizkaia,3 Meses,73.0,77.0,0,14,8,1,3
2019,1,Hotel 4 Estrellas,País Vasco,Gipuzkoa,3 Meses,73.0,83.0,0,14,17,1,3
2019,1,Hotel 4 Estrellas,Principado de Asturias,Asturias,3 Meses,82.0,80.0,0,15,5,1,3
2019,1,Hotel 4 Estrellas,Región de Murcia,Murcia,3 Meses,65.0,63.0,0,16,31,1,3
2019,1,Hotel 5 Estrellas,Andalucía,Almería,3 Meses,69.0,76.0,0,0,3,2,3
2019,1,Hotel 5 Estrellas,Andalucía,Cádiz,3 Meses,77.0,93.0,0,0,15,2,3
2019,1,Hotel 5 Estrellas,Andalucía,Córdoba,3 Meses,66.0,100.0,0,0,16,2,3
