AÑO,MES,CATEGORIA_ALOJAMIENTO,CCAA,PROVINCIA,PERIODO_ANTELACION,PRECIO_CHECK-IN_ENTRE_SEMANA,PRECIO_CHECK-IN_FIN_SEMANA,CLASE_PRECIO,CCAA_CODE,PROVINCIA_CODE,CATEGORIA_ALOJAMIENTO_CODE,PERIODO_ANTELACION_CODE
2022,12,Hotel 3 Estrellas,Comunitat Valenciana,Alicante/Alacant,3 Meses,81.0,91.0,0,9,2,0,3
2022,12,Hotel 3 Estrellas,Comunitat Valenciana,Castellón/Castelló,3 Meses,64.0,68.0,0,9,11,0,3
2022,12,Hotel 3 Estrellas,Comunitat Valenciana,Valencia/València,3 Meses,93.0,108.0,1,9,45,0,3
2022,12,Hotel 3 Estrellas,Extremadura,Badajoz,3 Meses,66.0,67.0,0,10,6,0,3
2022,12,Hotel 3 Estrellas,Extremadura,Cáceres,3 Meses,81.0,81.0,0,10,14,0,3
2022,12,Hotel 3 Estrellas,Galicia,A Coruña,3 Meses,63.0,69.0,0,11,0,0,3
2022,12,Hotel 3 Estrellas,Galicia,Lugo,3 Meses,67.0,67.0,0,11,29,0,3
2022,12,Hotel 3 Estrellas,Galicia,Pontevedra,3 Meses,69.0,74.0,0,11,36,0,3
2022,12,Hotel 3 Estrellas,Illes Balears,Illes Balears,3 Meses,102.0,112.0,1,12,23,0,3
2022,12,Hotel 3 Estrellas,La Rioja,La Rioja,3 Meses,82.0,93.0,0,13,25,0,3
2022,12,Hotel 3 Estrellas,País Vasco,Araba/Álava,3 Meses,76.0,80.0,0,14,4,0,3
2022,12,Hotel 3 Estrellas,País Vasco,Bizkaia,3 Meses,82.0,92.0,0,14,8,0,3
2022,12,Hotel 3 Estrellas,País Vasco,Gipuzkoa,3 Meses,99.0,118.0,1,14,17,0,3
2022,12,Hotel 3 Estrellas,Principado de Asturias,Asturias,3 Meses,68.0,73.0,0,15,5,0,3
2022,12,Hotel 3 Estrellas,Región de Murcia,Murcia,3 Meses,64.0,68.0,0,16,31,0,3
2022,12,Hotel 4 Estrellas,Andalucía,Almería,3 Meses,72.0,77.0,0,0,3,1,3
2022,12,Hotel 4 Estrellas,Andalucía,Cádiz,3 Meses,81.0,94.0,0,0,15,1,3
2022,12,Hotel 4 Estrellas,Andalucía,Córdoba,3 Meses,101.0,131.0,1,0,16,1,3
2022,12,Hotel 4 Estrellas,Andalucía,Granada,3 Meses,102.0,118.0,1,0,19,1,3
2022,12,Hotel 4 Estrellas,Andalucía,Huelva,3 Meses,90.0,99.0,1,0,21,1,3
2022,12,Hotel 4 Estrellas,Andalucía,Jaén,3 Meses,77.0,92.0,0,0,24,1,3
2022,12,Hotel 4 Estrellas,Andalucía,Málaga,3 Meses,108.0,128.0,1,0,32,1,3
2022,12,Hotel 4 Estrellas,Andalucía,Sevilla,3 Meses,113.0,133.0,1,0,40,1,3
2022,12,Hotel 4 Estrellas,Aragón,Huesca,3 Meses,107.0,110.0,1,1,22,1,3
2022,12,Hotel 4 Estrellas,Aragón,Teruel,3 Meses,107.0,116.0,1,1,43,1,3
2022,12,Hotel 4 Estrellas,Aragón,Zaragoza,3 Meses,78.0,83.0,0,1,48,1,3
2022,12,Hotel 4 Estrellas,Canarias,Las Palmas,3 Meses,145.0,158.0,1,2,26,1,3
2022,12,Hotel 4 Estrellas,Canarias,Santa Cruz de Tenerife,3 Meses,128.0,134.0,1,2,38,1,3
2022,12,Hotel 4 Estrellas,Cantabria,Cantabria,3 Meses,78.0,84.0,0,3,10,1,3
2022,12,Hotel 4 Estrellas,Castilla - La Mancha,Albacete,3 Meses,81.0,87.0,0,4,1,1,3
2022,12,Hotel 4 Estrellas,Castilla - La Mancha,Ciudad Real,3 Meses,75.0,80.0,0,4,12,1,3
2022,12,Hotel 4 Estrellas,Castilla - La Mancha,Cuenca,3 Meses,86.0,118.0,0,4,13,1,3
2022,12,Hotel 4 Estrellas,Castilla - La Mancha,Guadalajara,3 Meses,97.0,77.0,1,4,20,1,3
2022,12,Hotel 4 Estrellas,Castilla - La Mancha,Toledo,3 Meses,84.0,107.0,0,4,44,1,3
2022,12,Hotel 4 Estrellas,Castilla y León,Burgos,3 Meses,85.0,86.0,0,5,9,1,3
2022,12,Hotel 4 Estrellas,Castilla y León,León,3 Meses,76.0,85.0,0,5,27,1,3
2022,12,Hotel 4 Estrellas,Castilla y León,Palencia,3 Meses,100.0,98.0,1,5,35,1,3
2022,12,Hotel 4 Estrellas,Castilla y León,Salamanca,3 Meses,79.0,86.0,0,5,37,1,3
2022,12,Hotel 4 Estrellas,Castilla y León,Segovia,3 Meses,97.0,121.0,1,5,39,1,3
2022,12,Hotel 4 Estrellas,Castilla y León,Soria,3 Meses,88.0,93.0,0,5,41,1,3
2022,12,Hotel 4 Estrellas,Castilla y León,Valladolid,3 Meses,87.0,91.0,0,5,46,1,3
2022,12,Hotel 4 Estrellas,Castilla y León,Zamora,3 Meses,79.0,88.0,0,5,47,1,3
2022,12,Hotel 4 Estrellas,Castilla y León,Ávila,3 Meses,72.0,77.0,0,5,49,1,3
2022,12,Hotel 4 Estrellas,Cataluña,Barcelona,3 Meses,118.0,140.0,1,6,7,1,3
2022,12,Hotel 4 Estrellas,Cataluña,Girona,3 Meses,123.0,146.0,1,6,18,1,3
2022,12,Hotel 4 Estrellas,Cataluña,Lleida,3 Meses,100.0,107.0,1,6,28,1,3
2022,12,Hotel 4 Estrellas,Cataluña,Tarragona,3 Meses,95.0,108.0,1,6,42,1,3
2022,12,Hotel 4 Estrellas,Comunidad Foral de Navarra,Navarra,3 Meses,101.0,105.0,1,7,33,1,3
2022,12,Hotel 4 Estrellas,Comunidad de Madrid,Madrid,3 Meses,129.0,139.0,1,8,30,1,3
2022,12,Hotel 4 Estrellas,Comunitat Valenciana,Alicante/Alacant,3 Meses,108.0,124.0,1,9,2,1,3
2022,12,Hotel 4 Estrellas,Comunitat Valenciana,Castellón/Castelló,3 Meses,74.0,80.0,0,9,11,1,3
2022,12,Hotel 4 Estrellas,Comunitat Valenciana,Valencia/València,3 Meses,102.0,113.0,1,9,45,1,3
2022,12,Hotel 4 Estrellas,Extremadura,Badajoz,3 Meses,78.0,86.0,0,10,6,1,3
2022,12,Hotel 4 Estrellas,Extremadura,Cáceres,3 Meses,96.0,111.0,1,10,14,1,3
2022,12,Hotel 4 Estrellas,Galicia,A Coruña,3 Meses,79.0,79.0,0,11,0,1,3
2022,12,Hotel 4 Estrellas,Galicia,Lugo,3 Meses,77.0,80.0,0,11,29,1,3
2022,12,Hotel 4 Estrellas,Galicia,Pontevedra,3 Meses,84.0,100.0,0,11,36,1,3
2022,12,Hotel 4 Estrellas,Illes Balears,Illes Balears,3 Meses,140.0,157.0,1,12,23,1,3
2022,12,Hotel 4 Estrellas,La Rioja,La Rioja,3 Meses,118.0,131.0,1,13,25,1,3
2022,12,Hotel 4 Estrellas,País Vasco,Araba/Álava,3 Meses,80.0,84.0,0,14,4,1,3
2022,12,Hotel 4 Estrellas,País Vasco,Bizkaia,3 Meses,93.0,102.0,1,14,8,1,3
2022,12,Hotel 4 Estrellas,País Vasco,Gipuzkoa,3 Meses,111.0,133.0,1,14,17,1,3
2022,12,Hotel 4 Estrellas,Principado de Asturias,Asturias,3 Meses,74.0,81.0,0,15,5,1,3
2022,12,Hotel 4 Estrellas,Región de Murcia,Murcia,3 Meses,66.0,72.0,0,16,31,1,3
2022,12,Hotel 5 Estrellas,Andalucía,Almería,3 Meses,69.0,73.0,0,0,3,2,3
2022,12,Hotel 5 Estrellas,Andalucía,Cádiz,3 Meses,159.0,188.0,1,0,15,2,3
2022,12,Hotel 5 Estrellas,Andalucía,Córdoba,3 Meses,172.0,226.0,1,0,16,2,3
2022,12,Hotel 5 Estrellas,Andalucía,Granada,3 Meses,185.0,206.0,1,0,19,2,3
2022,12,Hotel 5 Estrellas,Andalucía,Jaén,3 Meses,173.0,171.0,1,0,24,2,3
2022,12,Hotel 5 Estrellas,Aragón,Huesca,3 Meses,127.0,150.0,1,1,22,2,3
2022,12,Hotel 5 Estrellas,Cantabria,Cantabria,3 Meses,148.0,207.0,1,3,10,2,3
2022,12,Hotel 5 Estrellas,Castilla - La Mancha,Ciudad Real,3 Meses,172.0,227.0,1,4,12,2,3
2022,12,Hotel 5 Estrellas,Castilla - La Mancha,Toledo,3 Meses,130.0,191.0,1,4,44,2,3
2022,12,Hotel 5 Estrellas,Castilla y León,Burgos,3 Meses,175.0,212.0,1,5,9,2,3
2022,12,Hotel 5 Estrellas,Castilla y León,León,3 Meses,178.0,183.0,1,5,27,2,3
2022,12,Hotel 5 Estrellas,Castilla y León,Salamanca,3 Meses,138.0,155.0,1,5,37,2,3
2022,12,Hotel 5 Estrellas,Castilla y León,Segovia,3 Meses,116.0,179.0,1,5,39,2,3
2022,12,Hotel 5 Estrellas,Castilla y León,Soria,3 Meses,131.0,136.0,1,5,41,2,3
2022,12,Hotel 5 Estrellas,Castilla y León,Zamora,3 Meses,126.0,153.0,1,5,47,2,3
2022,12,Hotel 5 Estrellas,Castilla y León,Ávila,3 Meses,171.0,202.0,1,5,49,2,3
2022,12,Hotel 5 Estrellas,Cataluña,Lleida,3 Meses,191.0,228.0,1,6,28,2,3
2022,12,Hotel 5 Estrellas,Comunitat Valenciana,Alicante/Alacant,3 Meses,171.0,205.0,1,9,2,2,3
2022,12,Hotel 5 Estrellas,Comunitat Valenciana,Valencia/València,3 Meses,179.0,205.0,1,9,45,2,3
2022,12,Hotel 5 Estrellas,Extremadura,Badajoz,3 Meses,94.0,121.0,1,10,6,2,3
2022,12,Hotel 5 Estrellas,Galicia,A Coruña,3 Meses,113.0,126.0,1,11,0,2,3
2022,12,Hotel 5 Estrellas,Galicia,Lugo,3 Meses,213.0,186.0,1,11,29,2,3
2022,12,Hotel 5 Estrellas,Galicia,Pontevedra,3 Meses,138.0,158.0,1,11,36,2,3
2022,12,Hotel 5 Estrellas,La Rioja,La Rioja,3 Meses,164.0,229.0,1,13,25,2,3
2022,12,Hotel 5 Estrellas,País Vasco,Araba/Álava,3 Meses,80.0,84.0,0,14,4,2,3
2022,12,Hotel 5 Estrellas,País Vasco,Bizkaia,3 Meses,134.0,152.0,1,14,8,2,3
2022,12,Hotel 5 Estrellas,Principado de Asturias,Asturias,3 Meses,135.0,156.0,1,15,5,2,3
2022,12,Hotel 5 Estrellas,Región de Murcia,Murcia,3 Meses,86.0,86.0,0,16,31,2,3
2023,1,Hotel 3 Estrellas,Andalucía,Almería,1 Mes,74.0,76.0,0,0,3,0,0
2023,1,Hotel 3 Estrellas,Andalucía,Cádiz,1 Mes,64.0,70.0,0,0,15,0,0
2023,1,Hotel 3 Estrellas,Andalucía,Córdoba,1 Mes,65.0,77.0,0,0,16,0,0
2023,1,Hotel 3 Estrellas,Andalucía,Granada,1 Mes,74.0,94.0,0,0,19,0,0
2023,1,Hotel 3 Estrellas,Andalucía,Huelva,1 Mes,68.0,78.0,0,0,21,0,0
2023,1,Hotel 3 Estrellas,Andalucía,Jaén,1 Mes,61.0,68.0,0,0,24,0,0
2023,1,Hotel 3 Estrellas,Andalucía,Málaga,1 Mes,78.0,85.0,0,0,32,0,0
2023,1,Hotel 3 Estrellas,Andalucía,Sevilla,1 Mes,85.0,100.0,0,0,40,0,0
2023,1,Hotel 3 Estrellas,Aragón,Huesca,1 Mes,95.0,114.0,1,1,22,0,0
2023,1,Hotel 3 Estrellas,Aragón,Teruel,1 Mes,82.0,89.0,0,1,43,0,0
2023,1,Hotel 3 Estrellas,Aragón,Zaragoza,1 Mes,66.0,70.0,0,1,48,0,0
2023,1,Hotel 3 Estrellas,Canarias,Las Palmas,1 Mes,118.0,124.0,1,2,26,0,0
2023,1,Hotel 3 Estrellas,Canarias,Santa Cruz de Tenerife,1 Mes,98.0,97.0,1,2,38,0,0
2023,1,Hotel 3 Estrellas,Cantabria,Cantabria,1 Mes,68.0,74.0,0,3,10,0,0
2023,1,Hotel 3 Estrellas,Castilla - La Mancha,Albacete,1 Mes,62.0,73.0,0,4,1,0,0
2023,1,Hotel 3 Estrellas,Castilla - La Mancha,Ciudad Real,1 Mes,69.0,73.0,0,4,12,0,0
2023,1,Hotel 3 Estrellas,Castilla - La Mancha,Cuenca,1 Mes,66.0,89.0,0,4,13,0,0
2023,1,Hotel 3 Estrellas,Castilla - La Mancha,Guadalajara,1 Mes,69.0,77.0,0,4,20,0,0
2023,1,Hotel 3 Estrellas,Castilla - La Mancha,Toledo,1 Mes,73.0,85.0,0,4,44,0,0
2023,1,Hotel 3 Estrellas,Castilla y León,Burgos,1 Mes,61.0,64.0,0,5,9,0,0
2023,1,Hotel 3 Estrellas,Castilla y León,León,1 Mes,57.0,72.0,0,5,27,0,0
2023,1,Hotel 3 Estrellas,Castilla y León,Palencia,1 Mes,61.0,62.0,0,5,35,0,0
2023,1,Hotel 3 Estrellas,Castilla y León,Salamanca,1 Mes,60.0,69.0,0,5,37,0,0
2023,1,Hotel 3 Estrellas,Castilla y León,Segovia,1 Mes,61.0,99.0,0,5,39,0,0
2023,1,Hotel 3 Estrellas,Castilla y León,Soria,1 Mes,66.0,71.0,0,5,41,0,0
2023,1,Hotel 3 Estrellas,Castilla y León,Valladolid,1 Mes,69.0,75.0,0,5,46,0,0
2023,1,Hotel 3 Estrellas,Castilla y León,Zamora,1 Mes,97.0,94.0,1,5,47,0,0
2023,1,Hotel 3 Estrellas,Castilla y León,Ávila,1 Mes,60.0,68.0,0,5,49,0,0
2023,1,Hotel 3 Estrellas,Cataluña,Barcelona,1 Mes,105.0,113.0,1,6,7,0,0
2023,1,Hotel 3 Estrellas,Cataluña,Girona,1 Mes,100.0,110.0,1,6,18,0,0
2023,1,Hotel 3 Estrellas,Cataluña,Lleida,1 Mes,91.0,100.0,1,6,28,0,0
2023,1,Hotel 3 Estrellas,Cataluña,Tarragona,1 Mes,75.0,80.0,0,6,42,0,0
2023,1,Hotel 3 Estrellas,Comunidad Foral de Navarra,Navarra,1 Mes,74.0,77.0,0,7,33,0,0
2023,1,Hotel 3 Estrellas,Comunidad de Madrid,Madrid,1 Mes,98.0,115.0,1,8,30,0,0
2023,1,Hotel 3 Estrellas,Comunitat Valenciana,Alicante/Alacant,1 Mes,77.0,84.0,0,9,2,0,0
2023,1,Hotel 3 Estrellas,Comunitat Valenciana,Castellón/Castelló,1 Mes,66.0,71.0,0,9,11,0,0
2023,1,Hotel 3 Estrellas,Comunitat Valenciana,Valencia/València,1 Mes,81.0,96.0,0,9,45,0,0
2023,1,Hotel 3 Estrellas,Extremadura,Badajoz,1 Mes,65.0,67.0,0,10,6,0,0
2023,1,Hotel 3 Estrellas,Extremadura,Cáceres,1 Mes,91.0,96.0,1,10,14,0,0
2023,1,Hotel 3 Estrellas,Galicia,A Coruña,1 Mes,51.0,57.0,0,11,0,0,0
2023,1,Hotel 3 Estrellas,Galicia,Lugo,1 Mes,63.0,62.0,0,11,29,0,0
2023,1,Hotel 3 Estrellas,Galicia,Pontevedra,1 Mes,62.0,64.0,0,11,36,0,0
2023,1,Hotel 3 Estrellas,Illes Balears,Illes Balears,1 Mes,102.0,104.0,1,12,23,0,0
2023,1,Hotel 3 Estrellas,La Rioja,La Rioja,1 Mes,69.0,88.0,0,13,25,0,0
2023,1,Hotel 3 Estrellas,País Vasco,Araba/Álava,1 Mes,72.0,73.0,0,14,4,0,0
2023,1,Hotel 3 Estrellas,País Vasco,Bizkaia,1 Mes,69.0,79.0,0,14,8,0,0
2023,1,Hotel 3 Estrellas,País Vasco,Gipuzkoa,1 Mes,81.0,94.0,0,14,17,0,0
2023,1,Hotel 3 Estrellas,Principado de Asturias,Asturias,1 Mes,60.0,64.0,0,15,5,0,0
2023,1,Hotel 3 Estrellas,Región de Murcia,Murcia,1 Mes,64.0,67.0,0,16,31,0,0
2023,1,Hotel 4 Estrellas,Andalucía,Almería,1 Mes,72.0,77.0,0,0,3,1,0
2023,1,Hotel 4 Estrellas,Andalucía,Cádiz,1 Mes,74.0,80.0,0,0,15,1,0
2023,1,Hotel 4 Estrellas,Andalucía,Córdoba,1 Mes,83.0,97.0,0,0,16,1,0
2023,1,Hotel 4 Estrellas,Andalucía,Granada,1 Mes,102.0,117.0,1,0,19,1,0
2023,1,Hotel 4 Estrellas,Andalucía,Huelva,1 Mes,83.0,101.0,0,0,21,1,0
2023,1,Hotel 4 Estrellas,Andalucía,Jaén,1 Mes,75.0,86.0,0,0,24,1,0
2023,1,Hotel 4 Estrellas,Andalucía,Málaga,1 Mes,104.0,114.0,1,0,32,1,0
2023,1,Hotel 4 Estrellas,Andalucía,Sevilla,1 Mes,96.0,113.0,1,0,40,1,0
2023,1,Hotel 4 Estrellas,Aragón,Huesca,1 Mes,103.0,111.0,1,1,22,1,0
2023,1,Hotel 4 Estrellas,Aragón,Teruel,1 Mes,88.0,102.0,0,1,43,1,0
2023,1,Hotel 4 Estrellas,Aragón,Zaragoza,1 Mes,78.0,81.0,0,1,48,1,0
2023,1,Hotel 4 Estrellas,Canarias,Las Palmas,1 Mes,160.0,164.0,1,2,26,1,0
2023,1,Hotel 4 Estrellas,Canarias,Santa Cruz de Tenerife,1 Mes,148.0,149.0,1,2,38,1,0
2023,1,Hotel 4 Estrellas,Cantabria,Cantabria,1 Mes,66.0,72.0,0,3,10,1,0
2023,1,Hotel 4 Estrellas,Castilla - La Mancha,Albacete,1 Mes,83.0,86.0,0,4,1,1,0
2023,1,Hotel 4 Estrellas,Castilla - La Mancha,Ciudad Real,1 Mes,76.0,87.0,0,4,12,1,0
2023,1,Hotel 4 Estrellas,Castilla - La Mancha,Cuenca,1 Mes,80.0,115.0,0,4,13,1,0
2023,1,Hotel 4 Estrellas,Castilla - La Mancha,Guadalajara,1 Mes,83.0,87.0,0,4,20,1,0
2023,1,Hotel 4 Estrellas,Castilla - La Mancha,Toledo,1 Mes,74.0,99.0,0,4,44,1,0
2023,1,Hotel 4 Estrellas,Castilla y León,Burgos,1 Mes,82.0,82.0,0,5,9,1,0
2023,1,Hotel 4 Estrellas,Castilla y León,León,1 Mes,67.0,77.0,0,5,27,1,0
2023,1,Hotel 4 Estrellas,Castilla y León,Palencia,1 Mes,67.0,72.0,0,5,35,1,0
2023,1,Hotel 4 Estrellas,Castilla y León,Salamanca,1 Mes,70.0,80.0,0,5,37,1,0
2023,1,Hotel 4 Estrellas,Castilla y León,Segovia,1 Mes,80.0,105.0,0,5,39,1,0
2023,1,Hotel 4 Estrellas,Castilla y León,Soria,1 Mes,86.0,103.0,0,5,41,1,0
2023,1,Hotel 4 Estrellas,Castilla y León,Valladolid,1 Mes,87.0,102.0,0,5,46,1,0
2023,1,Hotel 4 Estrellas,Castilla y León,Zamora,1 Mes,73.0,80.0,0,5,47,1,0
2023,1,Hotel 4 Estrellas,Castilla y León,Ávila,1 Mes,68.0,71.0,0,5,49,1,0
2023,1,Hotel 4 Estrellas,Cataluña,Barcelona,1 Mes,126.0,124.0,1,6,7,1,0
2023,1,Hotel 4 Estrellas,Cataluña,Girona,1 Mes,109.0,130.0,1,6,18,1,0
2023,1,Hotel 4 Estrellas,Cataluña,Lleida,1 Mes,119.0,134.0,1,6,28,1,0
2023,1,Hotel 4 Estrellas,Cataluña,Tarragona,1 Mes,86.0,89.0,0,6,42,1,0
2023,1,Hotel 4 Estrellas,Comunidad Foral de Navarra,Navarra,1 Mes,91.0,103.0,1,7,33,1,0
2023,1,Hotel 4 Estrellas,Comunidad de Madrid,Madrid,1 Mes,137.0,142.0,1,8,30,1,0
2023,1,Hotel 4 Estrellas,Comunitat Valenciana,Alicante/Alacant,1 Mes,98.0,111.0,1,9,2,1,0
2023,1,Hotel 4 Estrellas,Comunitat Valenciana,Castellón/Castelló,1 Mes,77.0,82.0,0,9,11,1,0
2023,1,Hotel 4 Estrellas,Comunitat Valenciana,Valencia/València,1 Mes,95.0,106.0,1,9,45,1,0
2023,1,Hotel 4 Estrellas,Extremadura,Badajoz,1 Mes,73.0,82.0,0,10,6,1,0
2023,1,Hotel 4 Estrellas,Extremadura,Cáceres,1 Mes,85.0,102.0,0,10,14,1,0
2023,1,Hotel 4 Estrellas,Galicia,A Coruña,1 Mes,65.0,67.0,0,11,0,1,0
2023,1,Hotel 4 Estrellas,Galicia,Lugo,1 Mes,76.0,83.0,0,11,29,1,0
2023,1,Hotel 4 Estrellas,Galicia,Pontevedra,1 Mes,73.0,75.0,0,11,36,1,0
2023,1,Hotel 4 Estrellas,Illes Balears,Illes Balears,1 Mes,122.0,128.0,1,12,23,1,0
2023,1,Hotel 4 Estrellas,La Rioja,La Rioja,1 Mes,96.0,117.0,1,13,25,1,0
2023,1,Hotel 4 Estrellas,País Vasco,Araba/Álava,1 Mes,69.0,74.0,0,14,4,1,0
2023,1,Hotel 4 Estrellas,País Vasco,Bizkaia,1 Mes,85.0,92.0,0,14,8,1,0
2023,1,Hotel 4 Estrellas,País Vasco,Gipuzkoa,1 Mes,87.0,105.0,0,14,17,1,0
2023,1,Hotel 4 Estrellas,Principado de Asturias,Asturias,1 Mes,69.0,73.0,0,15,5,1,0
2023,1,Hotel 4 Estrellas,Región de Murcia,Murcia,1 Mes,67.0,72.0,0,16,31,1,0
2023,1,Hotel 5 Estrellas,Andalucía,Almería,1 Mes,76.0,76.0,0,0,3,2,0
2023,1,Hotel 5 Estrellas,Andalucía,Cádiz,1 Mes,184.0,182.0,1,0,15,2,0
2023,1,Hotel 5 Estrellas,Andalucía,Córdoba,1 Mes,152.0,170.0,1,0,16,2,0
2023,1,Hotel 5 Estrellas,Andalucía,Granada,1 Mes,144.0,172.0,1,0,19,2,0
2023,1,Hotel 5 Estrellas,Andalucía,Jaén,1 Mes,123.0,160.0,1,0,24,2,0
2023,1,Hotel 5 Estrellas,Aragón,Huesca,1 Mes,108.0,149.0,1,1,22,2,0
2023,1,Hotel 5 Estrellas,Cantabria,Cantabria,1 Mes,112.0,140.0,1,3,10,2,0
2023,1,Hotel 5 Estrellas,Castilla - La Mancha,Ciudad Real,1 Mes,150.0,204.0,1,4,12,2,0
2023,1,Hotel 5 Estrellas,Castilla - La Mancha,Toledo,1 Mes,113.0,160.0,1,4,44,2,0
2023,1,Hotel 5 Estrellas,Castilla y León,León,1 Mes,196.0,199.0,1,5,27,2,0
2023,1,Hotel 5 Estrellas,Castilla y León,Salamanca,1 Mes,121.0,158.0,1,5,37,2,0
2023,1,Hotel 5 Estrellas,Castilla y León,Segovia,1 Mes,110.0,140.0,1,5,39,2,0
2023,1,Hotel 5 Estrellas,Castilla y León,Soria,1 Mes,123.0,120.0,1,5,41,2,0
2023,1,Hotel 5 Estrellas,Castilla y León,Valladolid,1 Mes,153.0,217.0,1,5,46,2,0
2023,1,Hotel 5 Estrellas,Castilla y León,Zamora,1 Mes,116.0,145.0,1,5,47,2,0
2023,1,Hotel 5 Estrellas,Castilla y León,Ávila,1 Mes,194.0,219.0,1,5,49,2,0
2023,1,Hotel 5 Estrellas,Cataluña,Girona,1 Mes,173.0,216.0,1,6,18,2,0
2023,1,Hotel 5 Estrellas,Comunitat Valenciana,Alicante/Alacant,1 Mes,163.0,210.0,1,9,2,2,0
2023,1,Hotel 5 Estrellas,Comunitat Valenciana,Valencia/València,1 Mes,177.0,179.0,1,9,45,2,0
2023,1,Hotel 5 Estrellas,Extremadura,Badajoz,1 Mes,83.0,98.0,0,10,6,2,0
2023,1,Hotel 5 Estrellas,Galicia,A Coruña,1 Mes,101.0,103.0,1,11,0,2,0
2023,1,Hotel 5 Estrellas,Galicia,Pontevedra,1 Mes,121.0,127.0,1,11,36,2,0
2023,1,Hotel 5 Estrellas,La Rioja,La Rioja,1 Mes,131.0,154.0,1,13,25,2,0
2023,1,Hotel 5 Estrellas,País Vasco,Araba/Álava,1 Mes,75.0,76.0,0,14,4,2,0
2023,1,Hotel 5 Estrellas,País Vasco,Bizkaia,1 Mes,118.0,130.0,1,14,8,2,0
2023,1,Hotel 5 Estrellas,Principado de Asturias,Asturias,1 Mes,117.0,128.0,1,15,5,2,0
2023,1,Hotel 3 Estrellas,Andalucía,Almería,1 Semana,75.0,77.0,0,0,3,0,1
2023,1,Hotel 3 Estrellas,Andalucía,Cádiz,1 Semana,64.0,70.0,0,0,15,0,1
2023,1,Hotel 3 Estrellas,Andalucía,Córdoba,1 Semana,63.0,80.0,0,0,16,0,1
2023,1,Hotel 3 Estrellas,Andalucía,Granada,1 Semana,72.0,95.0,0,0,19,0,1
2023,1,Hotel 3 Estrellas,Andalucía,Huelva,1 Semana,66.0,76.0,0,0,21,0,1
2023,1,Hotel 3 Estrellas,Andalucía,Jaén,1 Semana,58.0,69.0,0,0,24,0,1
2023,1,Hotel 3 Estrellas,Andalucía,Málaga,1 Semana,76.0,85.0,0,0,32,0,1
2023,1,Hotel 3 Estrellas,Andalucía,Sevilla,1 Semana,85.0,104.0,0,0,40,0,1
2023,1,Hotel 3 Estrellas,Aragón,Huesca,1 Semana,97.0,113.0,1,1,22,0,1
2023,1,Hotel 3 Estrellas,Aragón,Teruel,1 Semana,80.0,87.0,0,1,43,0,1
2023,1,Hotel 3 Estrellas,Aragón,Zaragoza,1 Semana,66.0,72.0,0,1,48,0,1
2023,1,Hotel 3 Estrellas,Canarias,Las Palmas,1 Semana,124.0,135.0,1,2,26,0,1
2023,1,Hotel 3 Estrellas,Canarias,Santa Cruz de Tenerife,1 Semana,104.0,108.0,1,2,38,0,1
2023,1,Hotel 3 Estrellas,Cantabria,Cantabria,1 Semana,67.0,74.0,0,3,10,0,1
2023,1,Hotel 3 Estrellas,Castilla - La Mancha,Albacete,1 Semana,61.0,75.0,0,4,1,0,1
2023,1,Hotel 3 Estrellas,Castilla - La Mancha,Ciudad Real,1 Semana,69.0,72.0,0,4,12,0,1
2023,1,Hotel 3 Estrellas,Castilla - La Mancha,Cuenca,1 Semana,65.0,85.0,0,4,13,0,1
2023,1,Hotel 3 Estrellas,Castilla - La Mancha,Guadalajara,1 Semana,67.0,76.0,0,4,20,0,1
2023,1,Hotel 3 Estrellas,Castilla - La Mancha,Toledo,1 Semana,73.0,88.0,0,4,44,0,1
2023,1,Hotel 3 Estrellas,Castilla y León,Burgos,1 Semana,60.0,64.0,0,5,9,0,1
2023,1,Hotel 3 Estrellas,Castilla y León,León,1 Semana,56.0,70.0,0,5,27,0,1
2023,1,Hotel 3 Estrellas,Castilla y León,Palencia,1 Semana,61.0,62.0,0,5,35,0,1
2023,1,Hotel 3 Estrellas,Castilla y León,Salamanca,1 Semana,62.0,71.0,0,5,37,0,1
2023,1,Hotel 3 Estrellas,Castilla y León,Segovia,1 Semana,62.0,101.0,0,5,39,0,1
2023,1,Hotel 3 Estrellas,Castilla y León,Soria,1 Semana,61.0,65.0,0,5,41,0,1
2023,1,Hotel 3 Estrellas,Castilla y León,Valladolid,1 Semana,69.0,73.0,0,5,46,0,1
2023,1,Hotel 3 Estrellas,Castilla y León,Zamora,1 Semana,68.0,76.0,0,5,47,0,1
2023,1,Hotel 3 Estrellas,Castilla y León,Ávila,1 Semana,59.0,66.0,0,5,49,0,1
2023,1,Hotel 3 Estrellas,Cataluña,Barcelona,1 Semana,100.0,116.0,1,6,7,0,1
2023,1,Hotel 3 Estrellas,Cataluña,Girona,1 Semana,99.0,111.0,1,6,18,0,1
2023,1,Hotel 3 Estrellas,Cataluña,Lleida,1 Semana,92.0,105.0,1,6,28,0,1
2023,1,Hotel 3 Estrellas,Cataluña,Tarragona,1 Semana,75.0,81.0,0,6,42,0,1
2023,1,Hotel 3 Estrellas,Comunidad Foral de Navarra,Navarra,1 Semana,72.0,75.0,0,7,33,0,1
2023,1,Hotel 3 Estrellas,Comunidad de Madrid,Madrid,1 Semana,96.0,117.0,1,8,30,0,1
